"Time (s) 2.0V","Angle (rad) 2.0V","Angular Velocity (rad/s) 2.0V","Angular Acceleration (rad/s²) 2.0V","Position (m) 2.0V","Velocity (m/s) 2.0V","Acceleration (m/s²) 2.0V","Time (s) 1.5V","Angle (rad) 1.5V","Angular Velocity (rad/s) 1.5V","Angular Acceleration (rad/s²) 1.5V","Position (m) 1.5V","Velocity (m/s) 1.5V","Acceleration (m/s²) 1.5V","Time (s) 1.0V","Angle (rad) 1.0V","Angular Velocity (rad/s) 1.0V","Angular Acceleration (rad/s²) 1.0V","Position (m) 1.0V","Velocity (m/s) 1.0V","Acceleration (m/s²) 1.0V","Time (s) 2.5V","Angle (rad) 2.5V","Angular Velocity (rad/s) 2.5V","Angular Acceleration (rad/s²) 2.5V","Position (m) 2.5V","Velocity (m/s) 2.5V","Acceleration (m/s²) 2.5V","Time (s) 3.0V","Angle (rad) 3.0V","Angular Velocity (rad/s) 3.0V","Angular Acceleration (rad/s²) 3.0V","Position (m) 3.0V","Velocity (m/s) 3.0V","Acceleration (m/s²) 3.0V","Time (s) 4.0V","Angle (rad) 4.0V","Angular Velocity (rad/s) 4.0V","Angular Acceleration (rad/s²) 4.0V","Position (m) 4.0V","Velocity (m/s) 4.0V","Acceleration (m/s²) 4.0V","Time (s) 4.5V","Angle (rad) 4.5V","Angular Velocity (rad/s) 4.5V","Angular Acceleration (rad/s²) 4.5V","Position (m) 4.5V","Velocity (m/s) 4.5V","Acceleration (m/s²) 4.5V","Time (s) 5.0V","Angle (rad) 5.0V","Angular Velocity (rad/s) 5.0V","Angular Acceleration (rad/s²) 5.0V","Position (m) 5.0V","Velocity (m/s) 5.0V","Acceleration (m/s²) 5.0V","Time (s) 5.5V","Angle (rad) 5.5V","Angular Velocity (rad/s) 5.5V","Angular Acceleration (rad/s²) 5.5V","Position (m) 5.5V","Velocity (m/s) 5.5V","Acceleration (m/s²) 5.5V","Time (s) 6.0V","Angle (rad) 6.0V","Angular Velocity (rad/s) 6.0V","Angular Acceleration (rad/s²) 6.0V","Position (m) 6.0V","Velocity (m/s) 6.0V","Acceleration (m/s²) 6.0V","Time (s) 6.5V","Angle (rad) 6.5V","Angular Velocity (rad/s) 6.5V","Angular Acceleration (rad/s²) 6.5V","Position (m) 6.5V","Velocity (m/s) 6.5V","Acceleration (m/s²) 6.5V","Time (s) 3.5V","Angle (rad) 3.5V","Angular Velocity (rad/s) 3.5V","Angular Acceleration (rad/s²) 3.5V","Position (m) 3.5V","Velocity (m/s) 3.5V","Acceleration (m/s²) 3.5V"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.200,-5.187,4.079,23.387,-0.1238,0.097,0.558,357.200,-3.475,-0.267,-5.620,-0.0829,-0.006,-0.134,,,,,,,,,,,,,,,,,,,,,,357.200,0.094,3.513,-4.416,0.0022,0.084,-0.105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.250,-4.946,5.116,16.895,-0.1181,0.122,0.403,357.250,-3.493,-0.628,-8.290,-0.0834,-0.015,-0.198,,,,,,,,,,,,,,,,,,,,,,357.250,0.270,3.121,-10.542,0.0064,0.075,-0.252
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.300,-4.662,5.775,10.140,-0.1113,0.138,0.242,357.300,-3.534,-1.105,-10.839,-0.0844,-0.026,-0.259,,,,,,,,,,,,,,,,,,,,,,357.300,0.418,2.419,-15.516,0.0100,0.058,-0.370
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.350,-4.356,6.089,4.451,-0.1040,0.145,0.106,357.350,-3.600,-1.702,-13.474,-0.0859,-0.041,-0.322,,,,,,,,,,,,,,,,,,,,,,357.350,0.520,1.497,-18.535,0.0124,0.036,-0.442
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.400,-4.045,6.147,0.750,-0.0966,0.147,0.018,357.400,-3.699,-2.445,-16.057,-0.0883,-0.058,-0.383,,,,,,,,,,,,,,,,,,,,,,357.400,0.570,0.482,-19.199,0.0136,0.012,-0.458
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.450,-3.737,6.079,-0.628,-0.0892,0.145,-0.015,357.450,-3.839,-3.330,-17.890,-0.0916,-0.080,-0.427,,,,,,,,,,,,,,,,,,,,,,357.450,0.567,-0.503,-17.488,0.0135,-0.012,-0.417
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.500,-3.437,6.011,0.209,-0.0820,0.144,0.005,357.500,-4.029,-4.294,-18.012,-0.0962,-0.103,-0.430,,,,,,,,,,,,,,,,,,,,,,357.500,0.515,-1.340,-13.631,0.0123,-0.032,-0.325
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.550,-3.140,6.037,3.002,-0.0750,0.144,0.072,357.550,-4.269,-5.220,-15.568,-0.1019,-0.125,-0.372,,,,,,,,,,,,,,,,,,,,,,357.550,0.424,-1.927,-8.098,0.0101,-0.046,-0.193
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.600,-2.838,6.252,7.522,-0.0678,0.149,0.180,357.600,-4.557,-5.959,-9.966,-0.1088,-0.142,-0.238,,,,,,,,,,,,,,,,,,,,,,357.600,0.311,-2.183,-1.693,0.0074,-0.052,-0.040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.650,-2.524,6.739,13.317,-0.0603,0.161,0.318,357.650,-4.877,-6.336,-1.065,-0.1164,-0.151,-0.025,,,,,,,,,,,,,,,,,,,,,,357.650,0.193,-2.089,4.608,0.0046,-0.050,0.110
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.700,-2.177,7.566,19.216,-0.0520,0.181,0.459,357.700,-5.209,-6.168,10.524,-0.1243,-0.147,0.251,,,,,,,,,,,,,,,,,,,,,,357.700,0.091,-1.686,9.931,0.0022,-0.040,0.237
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.750,-1.780,8.718,23.091,-0.0425,0.208,0.551,357.750,-5.518,-5.330,23.230,-0.1317,-0.127,0.555,,,,,,,,,,,,,,,,,,,,,,357.750,0.017,-1.042,13.701,4.1250E-4,-0.025,0.327
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.800,-1.313,10.037,22.131,-0.0313,0.240,0.528,357.800,-5.766,-3.807,34.784,-0.1377,-0.091,0.830,,,,,,,,,,,,,,,,,,,,,,357.800,-0.019,-0.251,15.568,-4.5000E-4,-0.006,0.372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.850,-0.773,11.195,13.998,-0.0184,0.267,0.334,357.850,-5.919,-1.728,42.883,-0.1413,-0.041,1.024,,,,,,,,,,,,,,,,,,,,,,357.850,-0.009,0.586,15.341,-2.2500E-4,0.014,0.366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.900,-0.173,11.729,-1.606,-0.0041,0.280,-0.038,357.900,-5.950,0.665,45.763,-0.1420,0.016,1.093,,,,,,,,,,,,,,,,,,,,,,357.900,0.042,1.356,13.020,0.0010,0.032,0.311
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.950,0.438,11.226,-22.009,0.0105,0.268,-0.525,357.950,-5.853,3.063,42.726,-0.1397,0.073,1.020,,,,,,,,,,,,,,,,,,,,,,357.950,0.132,1.953,8.831,0.0031,0.047,0.211
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.000,0.994,9.524,-42.464,0.0237,0.227,-1.014,358.000,-5.633,5.131,34.435,-0.1345,0.123,0.822,,,,,,,,,,,,,,,,,,,,,,358.000,0.247,2.288,3.264,0.0059,0.055,0.078
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.050,1.428,6.796,-58.416,0.0341,0.162,-1.395,358.050,-5.317,6.624,22.916,-0.1269,0.158,0.547,,,,,,,,,,,,,,,,,,,,,,358.050,0.372,2.304,-3.019,0.0089,0.055,-0.072
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.100,1.695,3.419,-67.352,0.0405,0.082,-1.608,358.100,-4.946,7.435,10.961,-0.1181,0.177,0.262,,,,,,,,,,,,,,,,,,,,,,358.100,0.489,1.984,-9.233,0.0117,0.047,-0.220
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.150,1.777,-0.194,-68.801,0.0424,-0.005,-1.643,358.150,-4.552,7.634,1.152,-0.1087,0.182,0.028,,,,,,,,,,,,,,,,,,,,,,358.150,0.581,1.351,-14.574,0.0139,0.032,-0.348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.200,1.671,-3.691,-63.059,0.0399,-0.088,-1.505,358.200,-4.167,7.409,-4.887,-0.0995,0.177,-0.117,,,,,,,,,,,,,,,,,,,,,,358.200,0.633,0.471,-18.274,0.0151,0.011,-0.436
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.250,1.393,-6.733,-50.475,0.0333,-0.161,-1.205,358.250,-3.806,6.995,-6.859,-0.0909,0.167,-0.164,,,,,,,,,,,,,,,,,,,,,,358.250,0.633,-0.555,-19.740,0.0151,-0.013,-0.471
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.300,0.971,-8.959,-32.027,0.0232,-0.214,-0.765,358.300,-3.470,6.608,-5.445,-0.0828,0.158,-0.130,,,,,,,,,,,,,,,,,,,,,,358.300,0.578,-1.592,-18.727,0.0138,-0.038,-0.447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.350,0.457,-10.069,-10.297,0.0109,-0.240,-0.246,358.350,-3.151,6.377,-1.536,-0.0752,0.152,-0.037,,,,,,,,,,,,,,,,,,,,,,358.350,0.470,-2.508,-15.411,0.0112,-0.060,-0.368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.400,-0.080,-9.964,10.769,-0.0019,-0.238,0.257,358.400,-2.840,6.393,4.224,-0.0678,0.153,0.101,,,,,,,,,,,,,,,,,,,,,,358.400,0.319,-3.194,-10.332,0.0076,-0.076,-0.247
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.450,-0.576,-8.817,27.437,-0.0138,-0.211,0.655,358.450,-2.523,6.749,11.048,-0.0602,0.161,0.264,,,,,,,,,,,,,,,,,,,,,,358.450,0.140,-3.576,-4.224,0.0033,-0.085,-0.101
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.500,-0.985,-6.980,37.856,-0.0235,-0.167,0.904,358.500,-2.180,7.503,17.366,-0.0520,0.179,0.415,,,,,,,,,,,,,,,,,,,,,,358.500,-0.050,-3.623,2.112,-0.0012,-0.087,0.050
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.550,-1.283,-4.822,42.569,-0.0306,-0.115,1.016,358.550,-1.786,8.582,20.787,-0.0426,0.205,0.496,,,,,,,,,,,,,,,,,,,,,,358.550,-0.234,-3.346,7.941,-0.0056,-0.080,0.190
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.600,-1.467,-2.602,43.563,-0.0350,-0.062,1.040,358.600,-1.326,9.770,18.867,-0.0316,0.233,0.450,,,,,,,,,,,,,,,,,,,,,,358.600,-0.394,-2.791,12.723,-0.0094,-0.067,0.304
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.650,-1.541,-0.424,42.796,-0.0368,-0.010,1.022,358.650,-0.803,10.718,10.193,-0.0192,0.256,0.243,,,,,,,,,,,,,,,,,,,,,,358.650,-0.520,-2.026,16.197,-0.0124,-0.048,0.387
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.700,-1.508,1.691,41.225,-0.0360,0.040,0.984,358.700,-0.232,11.027,-4.625,-0.0055,0.263,-0.110,,,,,,,,,,,,,,,,,,,,,,358.700,-0.602,-1.126,18.378,-0.0144,-0.027,0.439
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.750,-1.370,3.723,38.659,-0.0327,0.089,0.923,358.750,0.336,10.383,-22.585,0.0080,0.248,-0.539,,,,,,,,,,,,,,,,,,,,,,358.750,-0.635,-0.152,19.426,-0.0152,-0.004,0.464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.800,-1.131,5.618,34.034,-0.0270,0.134,0.813,358.800,0.844,8.718,-39.444,0.0201,0.208,-0.942,,,,,,,,,,,,,,,,,,,,,,358.800,-0.617,0.848,19.426,-0.0147,0.020,0.464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.850,-0.801,7.247,25.918,-0.0191,0.173,0.619,358.850,1.236,6.252,-51.784,0.0295,0.149,-1.236,,,,,,,,,,,,,,,,,,,,,,358.850,-0.550,1.827,18.256,-0.0131,0.044,0.436
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.900,-0.391,8.378,13.334,-0.0093,0.200,0.318,358.900,1.483,3.325,-58.329,0.0354,0.079,-1.393,,,,,,,,,,,,,,,,,,,,,,358.900,-0.432,2.723,15.708,-0.0103,0.065,0.375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.950,0.064,8.739,-3.229,0.0015,0.209,-0.077,358.950,1.572,0.241,-59.481,0.0375,0.006,-1.420,,,,,,,,,,,,,,,,,,,,,,358.950,-0.272,3.451,11.676,-0.0065,0.082,0.279
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.000,0.517,8.126,-21.572,0.0123,0.194,-0.515,359.000,1.505,-2.770,-55.868,0.0359,-0.066,-1.334,,,,,,,,,,,,,,,,,,,,,,359.000,-0.079,3.937,6.248,-0.0019,0.094,0.149
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.050,0.913,6.529,-38.519,0.0218,0.156,-0.920,359.050,1.286,-5.498,-47.613,0.0307,-0.131,-1.137,,,,,,,,,,,,,,,,,,,,,,359.050,0.132,4.115,-0.262,0.0031,0.098,-0.006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.100,1.199,4.115,-51.051,0.0286,0.098,-1.219,359.100,0.938,-7.697,-34.837,0.0224,-0.184,-0.832,,,,,,,,,,,,,,,,,,,,,,359.100,0.346,3.932,-7.243,0.0082,0.094,-0.173
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.150,1.341,1.194,-57.142,0.0320,0.029,-1.364,359.150,0.490,-9.116,-18.658,0.0117,-0.218,-0.445,,,,,,,,,,,,,,,,,,,,,,359.150,0.539,3.377,-13.771,0.0129,0.081,-0.329
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.200,1.323,-1.854,-55.920,0.0316,-0.044,-1.335,359.200,-0.008,-9.603,-1.553,-1.8750E-4,-0.229,-0.037,,,,,,,,,,,,,,,,,,,,,,359.200,0.694,2.503,-18.902,0.0166,0.060,-0.451
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.250,1.147,-4.644,-47.630,0.0274,-0.111,-1.137,359.250,-0.503,-9.189,13.369,-0.0120,-0.219,0.319,,,,,,,,,,,,,,,,,,,,,,359.250,0.796,1.414,-21.939,0.0190,0.034,-0.524
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.300,0.837,-6.822,-33.510,0.0200,-0.163,-0.800,359.300,-0.950,-8.090,23.719,-0.0227,-0.193,0.566,,,,,,,,,,,,,,,,,,,,,,359.300,0.839,0.225,-22.532,0.0200,0.005,-0.538
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.350,0.434,-8.126,-15.778,0.0104,-0.194,-0.377,359.350,-1.324,-6.618,28.833,-0.0316,-0.158,0.688,,,,,,,,,,,,,,,,,,,,,,359.350,0.818,-0.927,-20.630,0.0195,-0.022,-0.492
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.400,-0.011,-8.425,2.583,-2.6250E-4,-0.201,0.062,359.400,-1.613,-5.058,29.740,-0.0385,-0.121,0.710,,,,,,,,,,,,,,,,,,,,,,359.400,0.740,-1.916,-16.493,0.0177,-0.046,-0.394
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.450,-0.443,-7.775,18.640,-0.0106,-0.186,0.445,359.450,-1.825,-3.571,28.292,-0.0436,-0.085,0.675,,,,,,,,,,,,,,,,,,,,,,359.450,0.617,-2.634,-10.734,0.0147,-0.063,-0.256
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.500,-0.814,-6.398,30.526,-0.0194,-0.153,0.729,359.500,-1.967,-2.215,26.163,-0.0469,-0.053,0.625,,,,,,,,,,,,,,,,,,,,,,359.500,0.465,-3.016,-4.171,0.0111,-0.072,-0.100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.550,-1.096,-4.561,38.031,-0.0262,-0.109,0.908,359.550,-2.042,-0.974,24.487,-0.0487,-0.023,0.585,,,,,,,,,,,,,,,,,,,,,,359.550,0.303,-3.047,2.304,0.0072,-0.073,0.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.600,-1.277,-2.482,42.115,-0.0305,-0.059,1.005,359.600,-2.061,0.194,23.981,-0.0492,0.005,0.572,,,,,,,,,,,,,,,,,,,,,,359.600,0.149,-2.754,7.924,0.0036,-0.066,0.189
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.650,-1.348,-0.283,43.930,-0.0322,-0.007,1.049,359.650,-2.023,1.367,24.906,-0.0483,0.033,0.595,,,,,,,,,,,,,,,,,,,,,,359.650,0.019,-2.204,12.130,4.5000E-4,-0.053,0.290
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.700,-1.307,1.958,44.035,-0.0312,0.047,1.051,359.700,-1.927,2.639,26.965,-0.0460,0.063,0.644,,,,,,,,,,,,,,,,,,,,,,359.700,-0.077,-1.482,14.591,-0.0018,-0.035,0.348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.750,-1.151,4.178,41.958,-0.0275,0.100,1.002,359.750,-1.766,4.053,29.217,-0.0421,0.097,0.697,,,,,,,,,,,,,,,,,,,,,,359.750,-0.132,-0.681,15.184,-0.0032,-0.016,0.362
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.800,-0.886,6.267,36.338,-0.0211,0.150,0.868,359.800,-1.527,5.597,30.194,-0.0364,0.134,0.721,,,,,,,,,,,,,,,,,,,,,,359.800,-0.145,0.099,13.998,-0.0035,0.002,0.334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.850,-0.515,7.995,25.674,-0.0123,0.191,0.613,359.850,-1.208,7.173,28.082,-0.0288,0.171,0.670,,,,,,,,,,,,,,,,,,,,,,359.850,-0.118,0.770,11.345,-0.0028,0.018,0.271
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.900,-0.063,9.043,9.634,-0.0015,0.216,0.230,359.900,-0.806,8.577,21.171,-0.0192,0.205,0.505,,,,,,,,,,,,,,,,,,,,,,359.900,-0.061,1.267,7.645,-0.0015,0.030,0.183
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.950,0.424,9.105,-10.105,0.0101,0.217,-0.241,359.950,-0.335,9.498,8.866,-0.0080,0.227,0.212,,,,,,,,,,,,,,,,,,,,,,359.950,0.016,1.555,3.264,3.7500E-4,0.037,0.078
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.000,0.888,8.048,-30.264,0.0212,0.192,-0.722,360.000,0.173,9.624,-7.540,0.0041,0.230,-0.180,,,,,,,,,,,,,,,,,,,,,,360.000,0.102,1.607,-1.431,0.0024,0.038,-0.034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.050,1.266,5.959,-47.298,0.0302,0.142,-1.129,360.050,0.663,8.786,-25.115,0.0158,0.210,-0.600,,,,,,,,,,,,,,,,,,,,,,360.050,0.185,1.408,-5.934,0.0044,0.034,-0.142
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.100,1.510,3.110,-58.713,0.0360,0.074,-1.402,360.100,1.084,7.027,-40.666,0.0259,0.168,-0.971,,,,,,,,,,,,,,,,,,,,,,360.100,0.251,0.984,-9.599,0.0060,0.023,-0.229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.150,1.590,-0.147,-63.321,0.0380,-0.004,-1.512,360.150,1.390,4.561,-52.098,0.0332,0.109,-1.244,,,,,,,,,,,,,,,,,,,,,,360.150,0.289,0.398,-11.868,0.0069,0.010,-0.283
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.200,1.497,-3.461,-60.738,0.0357,-0.083,-1.450,360.200,1.554,1.649,-58.730,0.0371,0.039,-1.402,,,,,,,,,,,,,,,,,,,,,,360.200,0.294,-0.262,-12.462,0.0070,-0.006,-0.297
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.250,1.235,-6.466,-51.033,0.0295,-0.154,-1.218,360.250,1.561,-1.466,-60.511,0.0373,-0.035,-1.445,,,,,,,,,,,,,,,,,,,,,,360.250,0.262,-0.906,-11.362,0.0063,-0.022,-0.271
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.300,0.826,-8.791,-35.238,0.0197,-0.210,-0.841,360.300,1.407,-4.566,-57.072,0.0336,-0.109,-1.363,,,,,,,,,,,,,,,,,,,,,,360.300,0.199,-1.450,-8.744,0.0048,-0.035,-0.209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.350,0.320,-10.126,-16.040,0.0077,-0.242,-0.383,360.350,1.096,-7.378,-47.822,0.0262,-0.176,-1.142,,,,,,,,,,,,,,,,,,,,,,360.350,0.112,-1.822,-4.939,0.0027,-0.043,-0.118
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.400,-0.226,-10.372,2.618,-0.0054,-0.248,0.062,360.400,0.649,-9.561,-33.039,0.0155,-0.228,-0.789,,,,,,,,,,,,,,,,,,,,,,360.400,0.009,-1.969,-0.436,2.2500E-4,-0.047,-0.010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.450,-0.751,-9.697,17.052,-0.0179,-0.232,0.407,360.450,0.107,-10.818,-14.975,0.0026,-0.258,-0.358,,,,,,,,,,,,,,,,,,,,,,360.450,-0.094,-1.869,4.224,-0.0023,-0.045,0.101
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.500,-1.214,-8.435,25.499,-0.0290,-0.201,0.609,360.500,-0.471,-11.037,2.426,-0.0112,-0.264,0.058,,,,,,,,,,,,,,,,,,,,,,360.500,-0.185,-1.534,8.535,-0.0044,-0.037,0.204
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.550,-1.601,-6.948,28.484,-0.0382,-0.166,0.680,360.550,-1.029,-10.393,15.219,-0.0246,-0.248,0.363,,,,,,,,,,,,,,,,,,,,,,360.550,-0.254,-0.990,12.113,-0.0061,-0.024,0.289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.600,-1.907,-5.472,27.908,-0.0455,-0.131,0.666,360.600,-1.527,-9.257,21.293,-0.0364,-0.221,0.508,,,,,,,,,,,,,,,,,,,,,,360.600,-0.291,-0.288,14.643,-0.0069,-0.007,0.350
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.650,-2.143,-4.115,25.866,-0.0511,-0.098,0.618,360.650,-1.956,-8.032,21.031,-0.0467,-0.192,0.502,,,,,,,,,,,,,,,,,,,,,,360.650,-0.286,0.518,15.883,-0.0068,0.012,0.379
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.700,-2.314,-2.896,23.841,-0.0552,-0.069,0.569,360.700,-2.322,-7.011,16.511,-0.0554,-0.167,0.394,,,,,,,,,,,,,,,,,,,,,,360.700,-0.240,1.351,15.673,-0.0057,0.032,0.374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.750,-2.428,-1.765,22.602,-0.0580,-0.042,0.540,360.750,-2.644,-6.330,10.245,-0.0631,-0.151,0.245,,,,,,,,,,,,,,,,,,,,,,360.750,-0.149,2.136,13.893,-0.0036,0.051,0.332
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.800,-2.490,-0.670,22.340,-0.0594,-0.016,0.533,360.800,-2.942,-6.006,4.171,-0.0702,-0.143,0.100,,,,,,,,,,,,,,,,,,,,,,360.800,-0.022,2.796,10.542,-5.2500E-4,0.067,0.252
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.850,-2.496,0.440,22.986,-0.0596,0.010,0.549,360.850,-3.234,-5.964,-0.646,-0.0772,-0.142,-0.015,,,,,,,,,,,,,,,,,,,,,,360.850,0.137,3.241,5.707,0.0033,0.077,0.136
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.900,-2.447,1.602,24.504,-0.0584,0.038,0.585,360.900,-3.533,-6.126,-3.718,-0.0843,-0.146,-0.089,,,,,,,,,,,,,,,,,,,,,,360.900,0.313,3.409,-0.279,0.0075,0.081,-0.007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.950,-2.339,2.859,26.913,-0.0558,0.068,0.642,360.950,-3.842,-6.404,-4.625,-0.0917,-0.153,-0.110,,,,,,,,,,,,,,,,,,,,,,360.950,0.489,3.236,-6.772,0.0117,0.077,-0.162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.000,-2.166,4.262,29.985,-0.0517,0.102,0.716,361.000,-4.172,-6.681,-2.775,-0.0996,-0.160,-0.066,,,,,,,,,,,,,,,,,,,,,,361.000,0.649,2.717,-12.933,0.0155,0.065,-0.309
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.050,-1.920,5.854,32.760,-0.0458,0.140,0.782,361.050,-4.516,-6.796,2.217,-0.1078,-0.162,0.053,,,,,,,,,,,,,,,,,,,,,,361.050,0.771,1.901,-17.890,0.0184,0.045,-0.427
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.100,-1.588,7.603,33.301,-0.0379,0.181,0.795,361.100,-4.863,-6.566,10.036,-0.1161,-0.157,0.240,,,,,,,,,,,,,,,,,,,,,,361.100,0.845,0.864,-21.031,0.0202,0.021,-0.502
